product Id, product Name, Price Per Metre, Sample Price, Delivery Price
141,Small Ikat,423.00,6.00,30.00
142,Somerset,423.00,6.00,30.00
143,Stratford,423.00,6.00,30.00
144,Branches de Pin,385.00,6.00,30.00
145,Castiglione,0.00,6.00,30.00
146,Coppelia Percale,419.00,6.00,30.00
147,Coppelia Satin,496.00,6.00,30.00
148,Lola Montez,496.00,6.00,30.00
149,Louisianne,527.00,6.00,30.00
150,Mac Mahon,477.00,6.00,30.00
151,Rayure Cachemire Percale,455.00,6.00,30.00
152,Rayure Fleurie,479.00,6.00,30.00
153,Stael,479.00,6.00,30.00
154,Aswan,398.00,6.00,30.00
155,Bagan,525.00,6.00,30.00
156,Baroda I,525.00,6.00,30.00
157,Baroda II,526.00,6.00,30.00
158,Cairo,423.00,6.00,30.00
159,Chiara,555.00,6.00,30.00
160,Kalindi  ,435.00,6.00,30.00
161,Jaisalmer,370.00,6.00,30.00
162,Kashgar,370.00,6.00,30.00
163,Kashgar 2/LG,477.00,6.00,30.00
164,Lahore,370.00,6.00,30.00
165,Luxor,510.00,6.00,30.00
166,Maharab,477.00,6.00,30.00
167,Malabar,272.00,6.00,30.00
168,Malabar Reverse,251.00,6.00,30.00
169,Malula,278.00,6.00,30.00
170,Mandalay,220.00,6.00,30.00
171,Mughal Flower,231.00,6.00,30.00
172,Pandora,267.00,6.00,30.00
173,Paradeiza,260.00,6.00,30.00
174,Pasha,278.00,6.00,30.00
175,Rajkot,274.00,6.00,30.00
176,Rambagh,267.00,6.00,30.00
177,Rambagh Reverse,265.00,6.00,30.00
178,Samode,269.00,6.00,30.00
179,Tika,278.00,6.00,30.00
180,Yasmina,254.00,6.00,30.00
181,Zoraya,260.00,6.00,30.00
182,Amelie,222.00,6.00,30.00
183,Antoinette,285.00,6.00,30.00
184,Bhavani,220.00,6.00,30.00
185,Bukhara,216.00,6.00,30.00
186,Carinthia,260.00,6.00,30.00
187,Caterina,260.00,6.00,30.00
188,Chalvington,225.00,6.00,30.00
189,Charleston,220.00,6.00,30.00
190,Coromandel,265.00,6.00,30.00
191,Colonsay,244.00,6.00,30.00
192,Donatello,285.00,6.00,30.00
193,Eckington,242.00,6.00,30.00
194,Georgina,220.00,6.00,30.00
195,Glynde,265.00,6.00,30.00
196,Hunting Lodge,269.00,6.00,30.00
197,Kalamitsi Stripe,285.00,6.00,30.00
198,Kaveri,242.00,6.00,30.00
199,Khiva,276.00,6.00,30.00
200,Le Pecheur,269.00,6.00,30.00
201,Les Lionets,196.00,6.00,30.00
202,Lodge,280.00,6.00,30.00
203,Little Stripe,416.00,6.00,30.00
204,Margallen,280.00,6.00,30.00
205,Marmara,240.00,6.00,30.00
206,Marianne,240.00,6.00,30.00
207,Melograno,249.00,6.00,30.00
208,Old Macdonald,249.00,6.00,30.00
209,Samarkand,249.00,6.00,30.00
210,Shikara,249.00,6.00,30.00
211,Strapwork,259.00,6.00,30.00
212,Toile Chardin,345.00,6.00,30.00
213,Toile de Rosa,345.00,6.00,30.00
214,Toile Des Lapins,381.00,6.00,30.00
215,Tree of Life,162.00,6.00,30.00
216,Rombau,162.00,6.00,30.00
217,Rossie Priory - Cotton,212.00,6.00,30.00
218,Rossie Priory - Linen,212.00,6.00,30.00
219,Xian,221.00,6.00,30.00
220,Grouse,219.00,6.00,30.00
221,Lurchers,488.00,6.00,30.00
222,Kinesi,496.00,6.00,30.00
223,Eucalyptus,399.00,6.00,30.00
224,Pera,317.00,6.00,30.00
225,Foli,356.00,6.00,30.00
226,Buttons,386.00,6.00,30.00
227,Linoteca,386.00,6.00,30.00
228,Lotus Linen,285.00,6.00,30.00
229,Ticino,342.00,6.00,30.00
230,Abbeville,342.00,6.00,30.00
231,Chancy,342.00,6.00,30.00
232,Grandvilliers,399.00,6.00,30.00
233,Lavandou,355.00,6.00,30.00
234,Southe Creake,369.00,6.00,30.00
235,Morston,369.00,6.00,30.00
236,Emilie,369.00,6.00,30.00
237,Laure,282.00,6.00,30.00
238,Marie Louise,356.00,6.00,30.00
239,Manon,356.00,6.00,30.00
240,Vaison,339.00,6.00,30.00
241,Levant,464.00,6.00,30.00
242,Grand Crocus,376.00,6.00,30.00
243,Beaucaire,329.00,6.00,30.00
244,Orleans,356.00,6.00,30.00
245,Chambord,377.00,6.00,30.00
246,Amboise,279.00,6.00,30.00
247,Georgiana,381.00,6.00,30.00
248,Emma,370.00,6.00,30.00
249,Temara,351.00,6.00,30.00
250,Safi,376.00,6.00,30.00
251,Bukhara,334.00,6.00,30.00
252,Letitia,423.00,6.00,30.00
253,Arabella,370.00,6.00,30.00
254,Ashok,370.00,6.00,30.00
255,Athena,376.00,6.00,30.00
256,Begum,359.00,6.00,30.00
257,Bolton,359.00,6.00,30.00
258,Carla,419.00,6.00,30.00
259,Ciara,333.00,6.00,30.00
260,Cosmo,333.00,6.00,30.00
261,Ella May Cotton,338.00,6.00,30.00
262,Ella May Linen,337.00,6.00,30.00
263,Gobi,359.00,6.00,30.00
264,Haveli,410.00,6.00,30.00
265,Helena ,351.00,6.00,30.00
266,Hemant ,381.00,6.00,30.00
267,Indira Stripe,346.00,6.00,30.00
268,Jamawar,381.00,6.00,30.00
269,Kalindi,351.00,6.00,30.00
270,Karlstad,381.00,6.00,30.00
271,Kenil,376.00,6.00,30.00
272,Killi,339.00,6.00,30.00
273,Latika,395.00,6.00,30.00
274,Lucknow,370.00,6.00,30.00
275,Lucknow Stripe,377.00,6.00,30.00
276,Malia,421.00,6.00,30.00
277,Mallika,338.00,6.00,30.00
278,Mander,399.00,6.00,30.00
279,Mughal,421.00,6.00,30.00
280,Nankeeng,377.00,6.00,30.00
281,Pasha,238.00,6.00,30.00
282,Pasha Sprig,238.00,6.00,30.00
283,Pink Petal,226.00,6.00,30.00
284,Rama,262.00,6.00,30.00
285,Rumeli,465.00,6.00,30.00
286,Sukriti,212.00,6.00,30.00
287,Tika Bamboo,226.00,6.00,30.00
288,Trebizond,216.00,6.00,30.00
289,Turkoman,135.00,6.00,30.00
290,Vasari,212.00,6.00,30.00
291,Vilas,263.00,6.00,30.00
292,Vilika,237.00,6.00,30.00
293,Vine Flower,237.00,6.00,30.00
294,Waverton,220.00,6.00,30.00
295,Yasmina,242.00,6.00,30.00
296,Amelia,251.00,6.00,30.00
297,Auricula,549.00,6.00,30.00
298,Blackwell,249.00,6.00,30.00
299,Bowness,263.00,6.00,30.00
300,Byron - Handblock,212.00,6.00,30.00
301,Camilla,285.00,6.00,30.00
302,Caroline,250.00,6.00,30.00
303,Elizabeth,286.00,6.00,30.00
304,Essential,555.00,6.00,30.00
305,Fern Stripe,226.00,6.00,30.00
306,Fernbrook,234.00,6.00,30.00
307,Geisha,217.00,6.00,30.00
308,Georgia,230.00,6.00,30.00
309,Geraldine,238.00,6.00,30.00
310,Heale House - Chintz,221.00,6.00,30.00
311,Heather & Hortensia,272.00,6.00,30.00
312,Hollyhock Handblock,581.00,6.00,30.00
313,Hydrangea and Rose,286.00,6.00,30.00
314,Jean,498.00,6.00,30.00
315,Jubilee,217.00,6.00,30.00
316,Jubilee Bouquet,539.00,6.00,30.00
317,Kingsberry,238.00,6.00,30.00
318,Lilac & Rose,443.00,6.00,30.00
319,Lily & Auricula - Handblock,443.00,6.00,30.00
320,Manon,443.00,6.00,30.00
321,Mansfield,443.00,6.00,30.00
322,Nuts & Berries,443.00,6.00,30.00
323,Oleander,399.00,6.00,30.00
324,Polyanthus,399.00,6.00,30.00
325,Radclyffe Stripe,443.00,6.00,30.00
326,Rhododendron Sprig,399.00,6.00,30.00
327,Rose and Fern - Handblock,443.00,6.00,30.00
328,Versailles,443.00,6.00,30.00
329,Westminster - Handblock,443.00,6.00,30.00
330,Wildflower Stripe,399.00,6.00,30.00
331,Willa - Handblock,399.00,6.00,30.00
332,Wisteria,443.00,6.00,30.00
333,Antibes,399.00,6.00,30.00
334,Bannister Hall,399.00,6.00,30.00
335,Batons,443.00,6.00,30.00
336,Blue Passion,443.00,6.00,30.00
337,Boutons de Rose,443.00,6.00,30.00
338,Calvieres,443.00,6.00,30.00
339,Chateurenard,399.00,6.00,30.00
340,Crayford,443.00,6.00,30.00
341,Crecy,443.00,6.00,30.00
342,de Beautiran,443.00,6.00,30.00
343,de Mainville,443.00,6.00,30.00
344,Grandes,443.00,6.00,30.00
345,Indigo Ribbon,443.00,6.00,30.00
346,Indigo Urns,443.00,6.00,30.00
347,Iris & Pineapple,443.00,6.00,30.00
348,Jura,443.00,6.00,30.00
349,Lambesc,443.00,6.00,30.00
350,Moghul Poppy,443.00,6.00,30.00
351,Monfaucon ,440.00,9.00,30.00
352,Mortlake,440.00,9.00,30.00
353,Ottomania,440.00,9.00,30.00
354,Pekoe,440.00,9.00,30.00
355,Pillar Stripe,440.00,9.00,30.00
356,Pompadour,440.00,9.00,30.00
357,Rajashtan Rose,185.00,0.00,25.00
358,Ribbon and Rose,199.00,0.00,25.00
359,Rose and Lilacs,320.00,0.00,25.00
360,Rosemaine,313.00,0.00,25.00
361,Roses et Natte,199.00,0.00,25.00
362,Sanganer,365.00,0.00,25.00
363,Tamarind,246.00,0.00,25.00
364,Tarascon,365.00,0.00,25.00
365,Topaki,365.00,0.00,25.00
366,Chestnut,365.00,0.00,25.00
367,Blackberry,327.00,0.00,25.00
368,Hayfield,336.00,0.00,25.00
369,Marrow,305.00,0.00,25.00
370,Grapevine,384.00,0.00,25.00
371,Thistle,400.00,0.00,25.00
372,Hydrangea and Rose,368.00,0.00,25.00
373,Auricula,440.00,0.00,25.00
374,Lily and Auricula,555.00,0.00,25.00
375,Waikiki,529.00,0.00,25.00
376,Peony and Blossom,461.00,0.00,25.00
377,Cordoba,515.00,0.00,25.00
378,Rossmore,392.00,0.00,25.00
379,Amazon,498.00,0.00,25.00
380,Tamar,389.00,0.00,25.00
381,Tamar Byzantium,576.00,0.00,25.00
382,Jamawar,576.00,0.00,25.00
383,Trezibond,498.00,0.00,25.00
384,Wee Beasties Birds,498.00,0.00,25.00
385,Wee Beasties Dog,362.00,0.00,25.00
386,Wee Beasties Cat,380.00,0.00,25.00
387,Moondog,410.00,0.00,25.00
388,Friendly Flowers,432.00,0.00,25.00
389,Mythical Creatures,486.00,0.00,25.00
390,Mythical Creatures,529.00,0.00,25.00
391,Falling Leaves,360.00,0.00,25.00
392,Heart of Oak,296.00,0.00,25.00
393,Flora,388.00,0.00,25.00
394,Moghul,422.00,0.00,25.00
395,Ferris,451.00,0.00,25.00
396,Naz in Red,389.00,0.00,25.00
397,Naz in Blue,346.00,0.00,25.00
398,Roya,477.00,0.00,25.00
399,Mitra,485.00,0.00,25.00
400,Darius,581.00,0.00,25.00
401,Cyrus,521.00,0.00,25.00
402,Dina,493.00,0.00,25.00
403,Mina,378.00,0.00,25.00
404,Orvieto,433.00,0.00,25.00
405,Urbino,433.00,0.00,25.00
406,Walking the Dog,411.00,0.00,25.00
407,Dogs Chasing Butterfies,389.00,0.00,25.00
408,Jumping Over the House,405.00,0.00,25.00
409,Dogs and Balls,0.00,312.00,0.00
410,Dogs and Balls Linen,361.00,0.00,25.00
411,Sit! (Linen),361.00,0.00,25.00
412,Dogs,295.00,0.00,25.00
413,Sit!  ,295.00,0.00,25.00
414,Tulip and Bluebell (Large),334.00,0.00,25.00
415,Exotic Tree with Bird,334.00,0.00,25.00
416,Exotic Tree with Animals,241.00,0.00,25.00
417,Botanic and Insect Garden (A),454.00,0.00,25.00
418,Botanic and Insect Garden (B),300.00,0.00,25.00
419,Lion and Hillock,296.00,0.00,25.00
420,Deer and Hillock,373.00,0.00,25.00
421,Daisy Trellis,355.00,0.00,25.00
422,Palm Tree,430.00,0.00,25.00
423,Exotic Palms,347.00,0.00,25.00
424,Bugs, Butterflies and Leaves,440.00,0.00,25.00
425,Fleurs de Champs in Pink,417.00,0.00,25.00
426,Fleurs de Champs in Blue,441.00,0.00,25.00
427,Fleur de Jardin in Deep Blue,307.00,0.00,25.00
428,Fleur de Jardin in Gold,150.00,0.00,25.00
429,Iris,150.00,0.00,25.00
430,Peony  ,150.00,0.00,25.00
431,Anenomes,150.00,0.00,25.00
432,Auriculas (Square),150.00,0.00,25.00
433,Golden Daffodils,150.00,0.00,25.00
434,Caeser Iris,150.00,0.00,25.00
435,Papillon Tulips,199.00,0.00,25.00
436,Stargazer Lily in Orange,150.00,0.00,25.00
437,Hermosa Roses with Bee,150.00,0.00,25.00
438,Narcissus,150.00,0.00,25.00
439,Florilegium,150.00,0.00,25.00
440,Darya in Flower and Fern,150.00,0.00,25.00
441,Darya in Flower and Fern (Linen),150.00,0.00,25.00
442,Four Monkeys,199.00,0.00,25.00
443,Hip  ,199.00,0.00,25.00
444,Vine ,150.00,0.00,25.00
445,Ikat Thread,150.00,0.00,25.00
446,Vine Stripe ,150.00,0.00,25.00
447,Stitch,199.00,0.00,25.00
448,Ikat,150.00,0.00,25.00
449,Leaf Star,150.00,0.00,25.00
450,Cirip,150.00,0.00,25.00
451,Floral Vine ,150.00,0.00,25.00
452,Hydrangea,199.00,0.00,25.00
453,Block Print,199.00,0.00,25.00
454,Spotty Plant,199.00,0.00,25.00
455,Block Print  ,150.00,0.00,25.00
456,Spotty Plant,199.00,0.00,25.00
457,Round Ikat,339.00,0.00,20.00
458,Green Ikat,339.00,0.00,20.00
459,Vine ,339.00,0.00,20.00
460,Block Print,339.00,0.00,20.00
461,Waves ,299.00,0.00,20.00
462,Coffee Ikat,229.00,0.00,20.00
463,Vine (Square),289.00,0.00,20.00
464,Ikat Thread,404.00,9.00,30.00
465,Block Print,0.00,0.00,0.00
466,Spotty Plant ,0.00,0.00,0.00
467,Hip Silk Ikat,0.00,0.00,0.00
468,Hip 2 Silk Ikat,0.00,0.00,0.00
469,Asmir Silk Ikat,0.00,0.00,0.00
470,Block Print,0.00,0.00,0.00
471,Cyran Silk Ikat,0.00,0.00,0.00
472,Paisley Blue,0.00,0.00,0.00
473,Hollyhock,0.00,0.00,0.00
474,Dianthus,0.00,0.00,0.00
475,Angelica,0.00,0.00,0.00
476,Amandine,0.00,0.00,0.00
477,Oriental Birds,0.00,0.00,0.00
478,Zoo,0.00,0.00,0.00
480,Blue Versa,0.00,0.00,0.00
485,Indigo Brook,0.00,0.00,0.00
486,Indigo Lolita,0.00,0.00,0.00
487,Blue Cabana Stripe,0.00,0.00,0.00
488,Turquoise Mandala,0.00,0.00,0.00
489,Black and White Zig Zag,0.00,0.00,0.00
490,Versa Aqua,0.00,0.00,0.00
491,Versa Blues,0.00,0.00,0.00
492,Navy and Red Jollie,0.00,0.00,0.00
493,Black and White Versa,0.00,0.00,0.00
494,Tomato Song,0.00,0.00,0.00
495,Blush Pink Mandala,0.00,0.00,0.00
496,Pink and Orange Brooke,0.00,0.00,0.00
497,Brown and Pink Kingsley,214.00,0.00,30.00
498,Brown and Pink Nadi,214.00,0.00,30.00
499,Red/Blue Versa,207.00,0.00,30.00
500,Chino Dippy,207.00,0.00,30.00
501,Lilac Ikat,207.00,0.00,30.00
502,Lavender and Olive Westley,187.00,0.00,30.00
503,Steel Versa,187.00,0.00,30.00
504,Indigo Samosa,187.00,0.00,30.00
505,Blue and Black Dippy,187.00,0.00,30.00
506,Versa Brown,187.00,0.00,30.00
507,Blue Muna,195.00,0.00,30.00
508,Brown and Blue Nadi,235.00,0.00,30.00
509,Green Mandala,213.00,0.00,30.00
510,Green Brooke,213.00,0.00,30.00
511,Versa Green,213.00,0.00,30.00
512,Green Zig Zag,213.00,0.00,30.00
513,Goldenrod Mandala,213.00,0.00,30.00
514,Tutti Frutti Versa,213.00,0.00,30.00
515,Camel Zig Zag,213.00,0.00,30.00
516,Camel Brooke,213.00,0.00,30.00
517,Cornstooks,285.00,0.00,30.00
518,Diamond,285.00,0.00,30.00
519,Small Damask,241.00,0.00,30.00
520,Small Diamond,476.00,0.00,30.00
521,Twist,371.00,0.00,30.00
522,Beasties,138.00,0.00,30.00
523,Damask,371.00,0.00,30.00
524,Oakleaves,371.00,0.00,30.00
525,Persian Leaf,130.00,0.00,30.00
526,Willow,371.00,0.00,30.00
527,Rossmore,371.00,0.00,30.00
528,Briar Rose,476.00,0.00,30.00
529,Lancaster,401.00,0.00,30.00
530,Lizzie,522.00,0.00,30.00
531,Moire Stripe,371.00,0.00,30.00
532,Squirrel Leaf,130.00,0.00,30.00
533,Templeton Damask,522.00,0.00,30.00
534,Templeton Garden,476.00,0.00,30.00
535,Templeton Paisley,476.00,0.00,30.00
536,Templeton Stripe,371.00,0.00,30.00
537,Feuillage,476.00,0.00,30.00
538,Leopard,476.00,0.00,30.00
539,Rayure Castiglione,371.00,0.00,30.00
541,Arcady,371.00,0.00,30.00
542,Archway House,476.00,0.00,30.00
543,Bedford Stripe (Machine),522.00,0.00,30.00
544,Bedford Stripe (Digital),371.00,0.00,30.00
545,Bird & Blossom,371.00,0.00,30.00
546,Bloomsbury Square (Machine),371.00,0.00,30.00
547,Bloomsbury Square(Digital),371.00,0.00,30.00
548,Chapel Street Rose,371.00,0.00,30.00
549,Charlecote Strapwork,371.00,0.00,30.00
550,Covent Garden Floral,371.00,0.00,30.00
551,Dashwood,284.00,0.00,30.00
552,Empire Stripe (Digital),284.00,0.00,30.00
553,Empire Stripe - machine printed,284.00,0.00,30.00
554,Frognal ,284.00,0.00,30.00
555,Frognal Trellis Only,677.00,0.00,30.00
556,Frognal Rosette Only,677.00,0.00,30.00
557,French Stripe,240.00,0.00,30.00
558,Fuschia St James,211.00,0.00,30.00
559,Fynedon Gothic (Hand Block),211.00,0.00,30.00
560,Fynedon Gothic (Digital),211.00,0.00,30.00
561,Green Park (Machine Printed),211.00,0.00,30.00
562,Green Park (Digitally Printed),211.00,0.00,30.00
563,Imperial Bee,211.00,0.00,30.00
564,Jasmine (Hand Blocked),211.00,0.00,30.00
565,Jasmine (Digital Print),211.00,0.00,30.00
566,Lambeth Saracen,211.00,0.00,30.00
567,Peacock,211.00,0.00,30.00
568,Twickenham - digitally printed,225.00,0.00,30.00
569,Uppark Tapestry Room,220.00,0.00,30.00
570,Uppark Trellis,218.00,0.00,0.00
571,Uppark Yellow Bedroom,218.00,0.00,0.00
572,Chestnut,218.00,0.00,0.00
573,Blackberry,218.00,0.00,0.00
574,Hayfield,218.00,0.00,0.00
575,Marrow,218.00,0.00,0.00
576,Italian Garden,218.00,0.00,0.00
577,Windmill,218.00,0.00,0.00
578,Ashdown,0.00,0.00,0.00
579,Bradenham,259.00,6.00,30.00
580,Celestria,285.00,0.00,0.00
581,Clara Stripe,285.00,6.00,30.00
582,Donatello,285.00,0.00,0.00
